Character,Vehicle,Tire,Glider,Speed_Land,Speed_Anti-G,Speed_Water,Speed_Gliding,Accel,Weight,Handling_Land,Handling_Anti-G,Handling_Water,Handling_Gliding,Traction,M-turbo,Invincib
Baby Rosalina / Lemmy,Sneeker,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.5,2.0,2.0,3.25,3.75,1.75,4.5,4.5,3.75,4.5,3.25,4.5,5.25
Baby Rosalina / Lemmy,Sneeker,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.25,1.75,3.25,3.75,2.0,4.5,4.25,4.0,4.5,3.0,4.5,5.25
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.25,2.5,2.5,3.0,4.5,1.75,5.0,5.0,4.5,4.75,4.25,4.5,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.75,2.5,2.75,4.75,1.5,5.0,5.0,4.5,5.0,4.25,4.75,4.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.75,2.25,3.0,4.5,2.0,5.0,4.75,4.75,4.75,4.0,4.5,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.75,2.25,2.75,4.75,1.75,5.0,4.75,4.75,5.0,4.0,4.75,4.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.75,2.0,2.5,4.0,2.5,4.25,4.0,4.25,4.25,4.5,4.25,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.75,2.0,2.25,4.25,2.25,4.25,4.0,4.25,4.5,4.5,4.5,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,1.75,2.0,2.5,3.0,5.0,1.25,5.25,5.25,4.75,5.0,4.0,5.0,3.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.5,2.25,2.5,2.75,5.25,1.0,5.25,5.25,4.75,5.25,4.0,5.25,3.25
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.75,2.25,2.25,3.0,5.0,1.5,5.25,5.0,5.0,5.0,3.75,5.0,3.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.5,2.25,2.25,2.75,5.25,1.25,5.25,5.0,5.0,5.25,3.75,5.25,3.25
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,2.5,3.0,2.25,2.75,4.0,1.75,5.25,5.0,4.75,5.0,3.25,4.25,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,3.25,2.25,2.5,4.25,1.5,5.25,5.0,4.75,5.25,3.25,4.5,4.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,3.25,2.0,2.75,4.0,2.0,5.25,4.75,5.0,5.0,3.0,4.25,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,3.25,2.0,2.5,4.25,1.75,5.25,4.75,5.0,5.25,3.0,4.5,4.5
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,2.75,3.0,1.75,2.25,3.75,2.0,4.75,4.75,3.75,4.25,3.0,4.0,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,3.25,1.5,2.25,3.75,2.25,4.75,4.5,4.0,4.25,2.75,4.0,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Metal,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,2.5,2.75,3.5,2.25,4.75,4.5,4.25,4.0,3.5,4.0,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,2.25,2.75,3.5,2.5,4.75,4.25,4.5,4.0,3.25,4.0,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.0,2.5,2.25,2.75,4.75,1.25,5.0,5.25,4.5,4.5,3.75,4.75,4.25
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.75,2.25,2.5,5.0,1.0,5.0,5.25,4.5,4.75,3.75,5.0,4.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.75,2.0,2.75,4.75,1.5,5.0,5.0,4.75,4.5,3.5,4.75,4.25
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.75,2.0,2.5,5.0,1.25,5.0,5.0,4.75,4.75,3.5,5.0,4.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.5,2.75,2.5,4.25,2.0,4.5,4.75,4.0,4.5,4.5,4.25,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.75,2.75,2.25,4.5,1.75,4.5,4.75,4.0,4.75,4.5,4.5,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.75,2.5,2.5,4.25,2.25,4.5,4.5,4.25,4.5,4.25,4.25,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.75,2.5,2.25,4.5,2.0,4.5,4.5,4.25,4.75,4.25,4.5,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.0,2.25,2.0,3.25,4.5,1.5,4.75,4.75,4.0,4.75,4.5,4.75,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.5,2.0,3.0,4.75,1.25,4.75,4.75,4.0,5.0,4.5,5.0,4.75
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.5,1.75,3.25,4.5,1.75,4.75,4.5,4.25,4.75,4.25,4.75,5.0
Baby Rosalina / Lemmy,W 25 Silver Arrow / Standard Bike / Flame Rider / Wild Wiggler,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.5,1.75,3.0,4.75,1.5,4.75,4.5,4.25,5.0,4.25,5.0,4.75
Baby Rosalina / Lemmy,Blue Falcon,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.5,2.5,3.0,4.0,1.5,4.5,5.25,4.5,4.25,3.75,4.25,4.75
Baby Rosalina / Lemmy,Blue Falcon,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.75,2.5,2.75,4.25,1.25,4.5,5.25,4.5,4.5,3.75,4.5,4.5
Baby Rosalina / Lemmy,Blue Falcon,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.75,2.25,3.0,4.0,1.75,4.5,5.0,4.75,4.25,3.5,4.25,4.75
Baby Rosalina / Lemmy,Blue Falcon,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.75,2.25,2.75,4.25,1.5,4.5,5.0,4.75,4.5,3.5,4.5,4.5
Baby Rosalina / Lemmy,Blue Falcon,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.75,2.0,2.5,3.5,2.25,3.75,4.25,4.25,3.75,4.0,4.0,5.0
Baby Rosalina / Lemmy,Blue Falcon,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.75,2.0,2.25,3.75,2.0,3.75,4.25,4.25,4.0,4.0,4.25,4.75
Baby Rosalina / Lemmy,Blue Falcon,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,2.25,2.0,2.5,3.0,4.5,1.0,4.75,5.5,4.75,4.5,3.5,4.75,3.5
Baby Rosalina / Lemmy,Blue Falcon,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.25,2.5,2.75,4.75,0.75,4.75,5.5,4.75,4.75,3.5,5.0,3.25
Baby Rosalina / Lemmy,Blue Falcon,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.25,2.25,3.0,4.5,1.25,4.75,5.25,5.0,4.5,3.25,4.75,3.5
Baby Rosalina / Lemmy,Blue Falcon,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.25,2.25,2.75,4.75,1.0,4.75,5.25,5.0,4.75,3.25,5.0,3.25
Baby Rosalina / Lemmy,Blue Falcon,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.0,3.0,2.25,2.75,3.5,1.5,4.75,5.25,4.75,4.5,2.75,4.0,4.75
Baby Rosalina / Lemmy,Blue Falcon,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,3.25,2.25,2.5,3.75,1.25,4.75,5.25,4.75,4.75,2.75,4.25,4.5
Baby Rosalina / Lemmy,Blue Falcon,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.25,2.0,2.75,3.5,1.75,4.75,5.0,5.0,4.5,2.5,4.0,4.75
Baby Rosalina / Lemmy,Blue Falcon,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,3.25,2.0,2.5,3.75,1.5,4.75,5.0,5.0,4.75,2.5,4.25,4.5
Baby Rosalina / Lemmy,Blue Falcon,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.25,3.0,1.75,2.25,3.25,1.75,4.25,5.0,3.75,3.75,2.5,3.75,4.75
Baby Rosalina / Lemmy,Blue Falcon,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.25,1.5,2.25,3.25,2.0,4.25,4.75,4.0,3.75,2.25,3.75,4.75
Baby Rosalina / Lemmy,Blue Falcon,Metal,Super Glider / Waddle Wing / Hylian Kite,3.25,2.25,2.5,2.75,3.0,2.0,4.25,4.75,4.25,3.5,3.0,3.75,5.0
Baby Rosalina / Lemmy,Blue Falcon,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.25,2.75,3.0,2.25,4.25,4.5,4.5,3.5,2.75,3.75,5.0
Baby Rosalina / Lemmy,Blue Falcon,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.5,2.25,2.75,4.25,1.0,4.5,5.5,4.5,4.0,3.25,4.5,4.25
Baby Rosalina / Lemmy,Blue Falcon,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.75,2.25,2.5,4.5,0.75,4.5,5.5,4.5,4.25,3.25,4.75,4.0
Baby Rosalina / Lemmy,Blue Falcon,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.75,2.0,2.75,4.25,1.25,4.5,5.25,4.75,4.0,3.0,4.5,4.25
Baby Rosalina / Lemmy,Blue Falcon,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.75,2.0,2.5,4.5,1.0,4.5,5.25,4.75,4.25,3.0,4.75,4.0
Baby Rosalina / Lemmy,Blue Falcon,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.5,2.75,2.5,3.75,1.75,4.0,5.0,4.0,4.0,4.0,4.0,5.0
Baby Rosalina / Lemmy,Blue Falcon,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.75,2.75,2.25,4.0,1.5,4.0,5.0,4.0,4.25,4.0,4.25,4.75
Baby Rosalina / Lemmy,Blue Falcon,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.75,2.5,2.5,3.75,2.0,4.0,4.75,4.25,4.0,3.75,4.0,5.0
Baby Rosalina / Lemmy,Blue Falcon,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.75,2.5,2.25,4.0,1.75,4.0,4.75,4.25,4.25,3.75,4.25,4.75
Baby Rosalina / Lemmy,Blue Falcon,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.5,2.25,2.0,3.25,4.0,1.25,4.25,5.0,4.0,4.25,4.0,4.5,5.0
Baby Rosalina / Lemmy,Blue Falcon,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.5,2.0,3.0,4.25,1.0,4.25,5.0,4.0,4.5,4.0,4.75,4.75
Baby Rosalina / Lemmy,Blue Falcon,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.5,1.75,3.25,4.0,1.5,4.25,4.75,4.25,4.25,3.75,4.5,5.0
Baby Rosalina / Lemmy,Blue Falcon,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.5,1.75,3.0,4.25,1.25,4.25,4.75,4.25,4.5,3.75,4.75,4.75
Baby Rosalina / Lemmy,Tanooki Kart,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.25,3.0,3.0,3.75,2.25,5.0,4.75,4.75,4.75,4.75,4.5,4.75
Baby Rosalina / Lemmy,Tanooki Kart,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.5,3.0,2.75,4.0,2.0,5.0,4.75,4.75,5.0,4.75,4.75,4.5
Baby Rosalina / Lemmy,Tanooki Kart,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.5,2.75,3.0,3.75,2.5,5.0,4.5,5.0,4.75,4.5,4.5,4.75
Baby Rosalina / Lemmy,Tanooki Kart,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.5,2.75,2.75,4.0,2.25,5.0,4.5,5.0,5.0,4.5,4.75,4.5
Baby Rosalina / Lemmy,Tanooki Kart,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,2.5,2.5,3.25,3.0,4.25,3.75,4.5,4.25,5.0,4.25,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.5,2.5,2.25,3.5,2.75,4.25,3.75,4.5,4.5,5.0,4.5,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,2.0,1.75,3.0,3.0,4.25,1.75,5.25,5.0,5.0,5.0,4.5,5.0,3.5
Baby Rosalina / Lemmy,Tanooki Kart,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.0,3.0,2.75,4.5,1.5,5.25,5.0,5.0,5.25,4.5,5.25,3.25
Baby Rosalina / Lemmy,Tanooki Kart,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.0,2.75,3.0,4.25,2.0,5.25,4.75,5.25,5.0,4.25,5.0,3.5
Baby Rosalina / Lemmy,Tanooki Kart,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.0,2.75,2.75,4.5,1.75,5.25,4.75,5.25,5.25,4.25,5.25,3.25
Baby Rosalina / Lemmy,Tanooki Kart,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,2.75,2.75,2.75,2.75,3.25,2.25,5.25,4.75,5.0,5.0,3.75,4.25,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,3.0,2.75,2.5,3.5,2.0,5.25,4.75,5.0,5.25,3.75,4.5,4.5
Baby Rosalina / Lemmy,Tanooki Kart,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,3.0,2.5,2.75,3.25,2.5,5.25,4.5,5.25,5.0,3.5,4.25,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,3.0,2.5,2.5,3.5,2.25,5.25,4.5,5.25,5.25,3.5,4.5,4.5
Baby Rosalina / Lemmy,Tanooki Kart,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.0,2.75,2.25,2.25,3.0,2.5,4.75,4.5,4.0,4.25,3.5,4.0,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.0,2.0,2.25,3.0,2.75,4.75,4.25,4.25,4.25,3.25,4.0,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Metal,Super Glider / Waddle Wing / Hylian Kite,3.0,2.0,3.0,2.75,2.75,2.75,4.75,4.25,4.5,4.0,4.0,4.0,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.25,2.75,2.75,2.75,3.0,4.75,4.0,4.75,4.0,3.75,4.0,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.25,2.25,2.75,2.75,4.0,1.75,5.0,5.0,4.75,4.5,4.25,4.75,4.25
Baby Rosalina / Lemmy,Tanooki Kart,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.5,2.75,2.5,4.25,1.5,5.0,5.0,4.75,4.75,4.25,5.0,4.0
Baby Rosalina / Lemmy,Tanooki Kart,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.5,2.5,2.75,4.0,2.0,5.0,4.75,5.0,4.5,4.0,4.75,4.25
Baby Rosalina / Lemmy,Tanooki Kart,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.5,2.5,2.5,4.25,1.75,5.0,4.75,5.0,4.75,4.0,5.0,4.0
Baby Rosalina / Lemmy,Tanooki Kart,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,3.25,2.5,3.5,2.5,4.5,4.5,4.25,4.5,5.0,4.25,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.5,3.25,2.25,3.75,2.25,4.5,4.5,4.25,4.75,5.0,4.5,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,3.0,2.5,3.5,2.75,4.5,4.25,4.5,4.5,4.75,4.25,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.5,3.0,2.25,3.75,2.5,4.5,4.25,4.5,4.75,4.75,4.5,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.25,2.0,2.5,3.25,3.75,2.0,4.75,4.5,4.25,4.75,5.0,4.75,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.25,2.5,3.0,4.0,1.75,4.75,4.5,4.25,5.0,5.0,5.0,4.75
Baby Rosalina / Lemmy,Tanooki Kart,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.25,2.25,3.25,3.75,2.25,4.75,4.25,4.5,4.75,4.75,4.75,5.0
Baby Rosalina / Lemmy,Tanooki Kart,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.25,2.25,3.0,4.0,2.0,4.75,4.25,4.5,5.0,4.75,5.0,4.75
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.5,3.0,3.25,4.25,2.25,4.5,4.5,4.0,4.5,4.0,4.5,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.75,3.0,3.0,4.5,2.0,4.5,4.5,4.0,4.75,4.0,4.75,4.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.75,2.75,3.25,4.25,2.5,4.5,4.25,4.25,4.5,3.75,4.5,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.75,2.75,3.0,4.5,2.25,4.5,4.25,4.25,4.75,3.75,4.75,4.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,3.0,2.5,2.75,2.75,3.75,2.75,3.75,3.75,3.5,4.0,4.5,4.25,4.75
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.75,2.75,2.5,4.0,2.5,3.75,3.75,3.5,4.25,4.5,4.5,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.75,2.5,2.75,3.75,3.0,3.75,3.5,3.75,4.0,4.25,4.25,4.75
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.75,2.5,2.5,4.0,2.75,3.75,3.5,3.75,4.25,4.25,4.5,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,2.25,2.0,3.0,3.25,4.75,1.75,4.75,4.75,4.25,4.75,3.75,5.0,3.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.25,3.0,3.0,5.0,1.5,4.75,4.75,4.25,5.0,3.75,5.25,3.0
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.25,2.75,3.25,4.75,2.0,4.75,4.5,4.5,4.75,3.5,5.0,3.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.25,2.75,3.0,5.0,1.75,4.75,4.5,4.5,5.0,3.5,5.25,3.0
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.0,3.0,2.75,3.0,3.75,2.25,4.75,4.5,4.25,4.75,3.0,4.25,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,3.25,2.75,2.75,4.0,2.0,4.75,4.5,4.25,5.0,3.0,4.5,4.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.25,2.5,3.0,3.75,2.5,4.75,4.25,4.5,4.75,2.75,4.25,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,3.25,2.5,2.75,4.0,2.25,4.75,4.25,4.5,5.0,2.75,4.5,4.25
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.25,2.0,2.5,3.5,2.75,4.25,4.0,3.5,4.0,2.5,4.0,4.5
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Metal,Super Glider / Waddle Wing / Hylian Kite,3.25,2.25,3.0,3.0,3.25,2.75,4.25,4.0,3.75,3.75,3.25,4.0,4.75
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.75,3.0,3.25,3.0,4.25,3.75,4.0,3.75,3.0,4.0,4.75
Baby Mario / Baby Luigi / Dry Bones / Light Mii,300 SL Roadster,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.5,2.75,3.0,4.5,1.75,4.5,4.75,4.0,4.25,3.5,4.75,4.0
