Character,Vehicle,Tire,Glider,Speed_Avg,Speed_Min,Accel,Weight,Handling_Avg,Handling_Min,Traction,M-turbo,Invincib
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.875,2.5,3.5,2.5,3.9375,3.75,3.5,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.5,3.75,2.25,4,3.75,3.5,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.875,2.25,3.5,2.75,3.9375,3.75,3.25,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,3.75,2.5,4.0,4.0,3.25,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.75,2.25,3.0,3.0,3.3125,3.25,4.0,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6875,2.25,3.25,2.75,3.375,3.25,4.0,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8,2.0,3.0,3.25,3.3125,3.25,3.75,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.625,2.0,3.25,3.0,3.375,3.25,3.75,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.75,2.25,3.0,3.0,3.3125,3.25,4.0,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6875,2.25,3.25,2.75,3.375,3.25,4.0,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8,2.0,3.0,3.25,3.3125,3.25,3.75,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.625,2.0,3.25,3.0,3.375,3.25,3.75,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,4.0,2.0,4.1875,4.0,3.25,4.5,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.5,4.25,1.75,4.25,4.0,3.25,4.75,3.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.625,2.25,4.0,2.25,4.1875,4.0,3.0,4.5,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.25,4.25,2.0,4.25,4.25,3.0,4.75,3.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,2.9375,2.25,3.0,2.5,4.125,4.0,2.5,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.875,2.25,3.25,2.25,4.1875,4.0,2.5,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.9375,2.0,3.0,2.75,4.125,4.0,2.25,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.8125,2.0,3.25,2.5,4.1875,4.0,2.25,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,2.75,1.75,2.75,2.75,3.5,3.0,2.25,3.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6875,1.75,3.0,2.5,3.5625,3.0,2.25,3.75,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.75,1.5,2.75,3.0,3.50,3.25,2.0,3.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6,1.5,3.0,2.75,3.5625,3.25,2.0,3.75,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Metal,Super Glider = Waddle Wing = Hylian Kite,2.875,2.5,2.5,3.0,3.5,3.0,2.75,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.5,2.75,2.75,3.5625,3.25,2.75,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.88,2.25,2.5,3.25,3.5,3.0,2.5,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,2.75,3.0,3.5625,3.25,2.5,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,2.875,2.5,2.5,3.0,3.5,3.0,2.75,3.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.5,2.75,2.75,3.5625,3.25,2.75,3.75,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.88,2.25,2.5,3.25,3.5,3.0,2.5,3.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,2.75,3.0,3.5625,3.25,2.5,3.75,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.25,3.75,2.0,3.9375,3.5,3.0,4.25,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.25,4.0,1.75,4,3.75,3.0,4.5,4.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.0,3.75,2.25,3.9375,3.5,2.75,4.25,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.0,4.0,2.0,4,3.75,2.75,4.5,4.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,2.875,2.5,3.25,2.75,3.5625,3.25,3.75,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.25,3.5,2.5,3.625,3.25,3.75,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.9,2.5,3.25,3.0,3.5625,3.5,3.5,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,3.5,2.75,3.625,3.5,3.5,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Sponge,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.0,3.5,2.25,3.6875,3.25,3.75,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.75,2.0,3.75,3.25,3.75,4.5,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,1.75,3.5,2.5,3.6875,3.5,3.5,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,1.75,3.75,2.25,3.75,3.5,3.5,4.5,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Cushion,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.0,3.5,2.25,3.6875,3.25,3.75,4.25,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.75,2.0,3.75,3.25,3.75,4.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,1.75,3.5,2.5,3.6875,3.5,3.5,4.25,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Circuit Special = B-Dasher = P-Wing,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,1.75,3.75,2.25,3.75,3.5,3.5,4.5,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.25,2.75,3.8125,3.75,4.5,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.5,3.5,2.5,3.875,3.75,4.5,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.25,3.0,3.8125,3.75,4.25,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.5,2.75,3.875,3.75,4.25,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.25,2.75,3.8125,3.75,4.5,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.5,3.5,2.5,3.875,3.75,4.5,4.25,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.25,3.0,3.8125,3.75,4.25,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.5,2.75,3.875,3.75,4.25,4.25,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.25,2.75,3.25,3.1875,3.0,5.0,3.75,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.0,3.0,3.25,3.0,5.0,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,2.75,3.5,3.1875,3.0,4.75,3.75,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.0,3.0,3.25,3.3,3.0,4.75,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.25,2.75,3.25,3.1875,3.0,5.0,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.0,3.0,3.25,3.0,5.0,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,2.75,3.5,3.1875,3.0,4.75,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.0,3.0,3.25,3.3,3.0,4.75,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.5625,2.0,3.75,2.25,4.0625,4.0,4.25,4.5,4.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5,2.25,4.0,2.0,4.125,4.0,4.25,4.75,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.5625,2.25,3.75,2.5,4.0625,4.0,4.0,4.5,4.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.4375,2.25,4.0,2.25,4.125,4.0,4.0,4.75,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,2.9,2.5,2.75,2.75,4.0,4.0,3.5,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.25,3.0,2.5,4.0625,4.0,3.5,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.875,2.25,2.75,3.0,4,3.75,3.25,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,3.0,2.75,4.0625,3.75,3.25,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.0,2.5,3.0,3.375,3.0,3.25,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,1.75,2.75,2.75,3.4375,3.0,3.25,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,1.75,2.5,3.25,3.375,3.25,3.0,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,1.75,2.75,3.0,3.4375,3.25,3.0,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Metal,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.25,2.25,3.25,3.4,3.0,3.75,3.5,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,2.5,3.0,3.4375,3.25,3.75,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,2.25,3.5,3.375,3.0,3.5,3.5,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,2.5,3.25,3.4375,3.25,3.5,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.25,2.25,3.25,3.4,3.0,3.75,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,2.5,3.0,3.4375,3.25,3.75,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,2.25,3.5,3.375,3.0,3.5,3.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,2.5,3.25,3.4375,3.25,3.5,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,2.6,2.5,3.5,2.25,3.8125,3.5,4.0,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.25,3.75,2.0,3.88,3.75,4.0,4.5,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.625,2.25,3.5,2.5,3.8125,3.5,3.75,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.50,2.25,3.75,2.25,3.875,3.75,3.75,4.5,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.25,3.0,3.0,3.4375,3.25,4.75,3.75,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.0,3.25,2.75,3.50,3.25,4.75,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.25,3.0,3.25,3.4375,3.25,4.5,3.75,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.0,3.25,3.0,3.5,3.25,4.5,4.0,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Sponge,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,3.25,2.5,3.5625,3.25,4.75,4.25,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.25,3.5,2.25,3.625,3.25,4.75,4.5,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6,2.0,3.25,2.75,3.5625,3.5,4.5,4.25,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.0,3.5,2.5,3.6,3.5,4.5,4.5,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Cushion,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,3.25,2.5,3.5625,3.25,4.75,4.25,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.25,3.5,2.25,3.625,3.25,4.75,4.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6,2.0,3.25,2.75,3.5625,3.5,4.5,4.25,5.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Badwagon = GLA,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.0,3.5,2.5,3.6,3.5,4.5,4.5,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.25,2.75,3.8125,3.75,4.5,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.5,3.5,2.5,3.875,3.75,4.5,4.25,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.25,3.0,3.8125,3.75,4.25,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.5,2.75,3.875,3.75,4.25,4.25,4.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.25,2.75,3.8125,3.75,4.5,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.5,3.5,2.5,3.875,3.75,4.5,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.25,3.0,3.8125,3.75,4.25,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.5,2.75,3.875,3.75,4.25,4.25,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.25,2.75,3.25,3.1875,3.0,5.0,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.0,3.0,3.25,3.0,5.0,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,2.75,3.5,3.1875,3.0,4.75,3.75,5.25
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.0,3.0,3.25,3.3,3.0,4.75,4.0,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.25,2.75,3.25,3.1875,3.0,5.0,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.0,3.0,3.25,3.0,5.0,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,2.75,3.5,3.1875,3.0,4.75,3.75,5.0
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.0,3.0,3.25,3.3,3.0,4.75,4.0,4.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.5625,2.0,3.75,2.25,4.0625,4.0,4.25,4.5,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5,2.25,4.0,2.0,4.125,4.0,4.25,4.75,3.5
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.5625,2.25,3.75,2.5,4.0625,4.0,4.0,4.5,3.75
Baby Mario = Baby Luigi = Dry Bones = Light Mii,Standard ATV,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.4375,2.25,4.0,2.25,4.125,4.0,4.0,4.75,3.5
